umap1,umap2,cell_type
3.346554756164551,10.426694869995117,Stressed/Cell Death
3.0094845294952393,8.821739196777344,Stressed/Cell Death
1.812502384185791,10.85824966430664,Stressed/Cell Death
4.122375488,8.700717926,Stressed/Cell Death
3.9964284896850586,7.795961380004883,Stressed/Cell Death
3.562262773513794,10.683387756347656,Stressed/Cell Death
4.462038993835449,8.248167991638184,Stressed/Cell Death
4.665821075439453,10.06396770477295,Stressed/Cell Death
3.2065038681030273,8.277847290039062,Stressed/Cell Death
3.0947422981262207,10.404463768005371,Stressed/Cell Death
1.3839350938796997,9.887554168701172,Stressed/Cell Death
2.2071187496185303,9.512782096862793,Stressed/Cell Death
3.083639621734619,10.72419261932373,Stressed/Cell Death
3.2278568744659424,9.816305160522461,Stressed/Cell Death
2.2681570053100586,8.951534271240234,Stressed/Cell Death
1.6364647150039673,9.549732208251953,Stressed/Cell Death
1.2280337810516357,9.770599365234375,Stressed/Cell Death
3.5325186252593994,8.989275932312012,Stressed/Cell Death
2.8451952934265137,9.226151466369629,Stressed/Cell Death
2.7894604206085205,8.372320175170898,Stressed/Cell Death
1.6886115074157715,10.454041481018066,Stressed/Cell Death
1.7819750308990479,10.634010314941406,Stressed/Cell Death
3.6869585514068604,8.765035629272461,Stressed/Cell Death
2.747788190841675,8.767745018005371,Stressed/Cell Death
3.1806294918060303,9.868940353393555,Stressed/Cell Death
3.647765874862671,8.293622016906738,Stressed/Cell Death
2.297360659,10.14248275756836,Stressed/Cell Death
2.7323496341705322,10.823896408081055,Stressed/Cell Death
2.344334363937378,10.671896934509277,Stressed/Cell Death
3.2671289443969727,9.649893760681152,Stressed/Cell Death
2.1271190643310547,9.346881866455078,Stressed/Cell Death
2.1606361865997314,10.223408699035645,Stressed/Cell Death
3.0230648517608643,8.826116561889648,Stressed/Cell Death
2.914672374725342,8.619387627,Stressed/Cell Death
4.297723770141602,10.352517127990723,Stressed/Cell Death
2.787961245,8.551046371459961,Stressed/Cell Death
4.635052204,7.948129653930664,Stressed/Cell Death
1.6115496158599854,9.284045219421387,Stressed/Cell Death
4.569177150726318,8.235896110534668,Stressed/Cell Death
3.086872100830078,8.564437866210938,Stressed/Cell Death
3.7208738327026367,8.323475838,Stressed/Cell Death
2.747277021408081,8.604561805725098,Stressed/Cell Death
4.530982971191406,7.764217853546143,Stressed/Cell Death
3.5017457008361816,8.144149780273438,Stressed/Cell Death
4.9496612548828125,7.536041736602783,Stressed/Cell Death
4.971994876861572,8.930559158325195,Stressed/Cell Death
5.354935169219971,9.242136001586914,Stressed/Cell Death
3.135486364364624,10.553661346435547,Stressed/Cell Death
1.5100802183151245,10.795769691467285,Stressed/Cell Death
1.4189155101776123,9.564496040344238,Stressed/Cell Death
2.874830484390259,10.06130313873291,Stressed/Cell Death
2.7891156673431396,10.641045570373535,Stressed/Cell Death
4.053133487701416,10.378107070922852,Stressed/Cell Death
4.2404680252075195,10.09422779083252,Stressed/Cell Death
1.4902454614639282,10.55711555480957,Stressed/Cell Death
4.573898792266846,8.017225266,Stressed/Cell Death
3.074856758117676,9.157259941101074,Stressed/Cell Death
2.9924306869506836,8.151879311,Stressed/Cell Death
3.2627196311950684,10.066115379333496,Stressed/Cell Death
2.493945360183716,9.388471603393555,Stressed/Cell Death
3.112163782119751,10.841882705688477,Stressed/Cell Death
4.5211663246154785,7.769381999969482,Stressed/Cell Death
3.739914655685425,7.993779182434082,Stressed/Cell Death
2.589076042175293,10.327316284179688,Stressed/Cell Death
1.6589385271072388,9.917317390441895,Stressed/Cell Death
3.209132432937622,10.63153076171875,Stressed/Cell Death
2.037527084350586,9.601062774658203,Stressed/Cell Death
5.612785339355469,9.693791389465332,Stressed/Cell Death
1.4993635416030884,9.995180130004883,Stressed/Cell Death
4.323601722717285,8.116062164,Stressed/Cell Death
2.633970022201538,8.788955688476562,Stressed/Cell Death
4.349958419799805,10.081274032592773,Stressed/Cell Death
3.779219627380371,9.280152320861816,Stressed/Cell Death
4.311858177185059,8.408089637756348,Stressed/Cell Death
1.3929846286773682,10.186171531677246,Stressed/Cell Death
2.4743847846984863,8.678265571594238,Stressed/Cell Death
2.7183938026428223,7.945989608764648,Stressed/Cell Death
1.3791124820709229,10.136052131652832,Stressed/Cell Death
1.5806788206100464,10.060593605041504,Stressed/Cell Death
4.472320556640625,7.614780426025391,Stressed/Cell Death
3.754178762435913,10.179222106933594,Stressed/Cell Death
5.199805736541748,8.766025543,Stressed/Cell Death
2.606473684310913,8.8568964,Stressed/Cell Death
3.349278450012207,10.671836853027344,Stressed/Cell Death
1.633950949,9.619209289550781,Stressed/Cell Death
2.8665058612823486,9.695442199707031,Stressed/Cell Death
2.6450507640838623,8.073178291,Stressed/Cell Death
3.552055597305298,9.417339324951172,Stressed/Cell Death
3.082814931869507,9.541049003601074,Stressed/Cell Death
3.2254998683929443,10.28665542602539,Stressed/Cell Death
2.2411258220672607,10.557087898254395,Stressed/Cell Death
3.2249717712402344,10.526127815246582,Stressed/Cell Death
1.8409128189086914,11.09251880645752,Stressed/Cell Death
4.637651443481445,10.33423900604248,Stressed/Cell Death
3.938509702682495,8.26042366,Stressed/Cell Death
3.382629871368408,10.669820785522461,Stressed/Cell Death
4.022092819213867,10.152704238891602,Stressed/Cell Death
4.3727617263793945,7.794407367706299,Stressed/Cell Death
3.3299753665924072,9.941370010375977,Stressed/Cell Death
3.9006526470184326,10.15621566772461,Stressed/Cell Death
1.2570375204086304,9.739825248718262,Stressed/Cell Death
3.675215005874634,10.147675514221191,Stressed/Cell Death
4.6846747398376465,9.757251739501953,Stressed/Cell Death
3.361712694168091,10.550168991088867,Stressed/Cell Death
4.430393695831299,8.721686363220215,Stressed/Cell Death
1.9496231079101562,8.676430702209473,Stressed/Cell Death
1.9740673303604126,9.726263046264648,Stressed/Cell Death
3.4126553535461426,10.592665672302246,Stressed/Cell Death
1.4970020055770874,9.301539421081543,Stressed/Cell Death
1.9767534732818604,10.286346435546875,Stressed/Cell Death
4.3150410652160645,9.455234528,Stressed/Cell Death
3.358246088027954,9.588617324829102,Stressed/Cell Death
3.1221821308135986,10.530008316040039,Stressed/Cell Death
4.482224464416504,10.123366355895996,Stressed/Cell Death
4.179437160491943,10.14809799194336,Stressed/Cell Death
5.959580898284912,8.993227959,Stressed/Cell Death
3.151402711868286,9.23957634,Stressed/Cell Death
2.764754056930542,10.367541313171387,Stressed/Cell Death
1.682839035987854,10.474485397338867,Stressed/Cell Death
3.919583320617676,10.367977142333984,Stressed/Cell Death
1.6682077646255493,9.481009483337402,Stressed/Cell Death
4.183762073516846,7.825026512145996,Stressed/Cell Death
4.320026874542236,10.064906120300293,Stressed/Cell Death
2.4548544883728027,8.491142272949219,Stressed/Cell Death
2.7557499408721924,8.957400322,Stressed/Cell Death
2.9731390476226807,8.292845726013184,Stressed/Cell Death
2.0374338626861572,10.181194305419922,Stressed/Cell Death
2.3877086639404297,8.628720284,Stressed/Cell Death
1.7521567344665527,10.690119743347168,Stressed/Cell Death
3.407024383544922,10.364705085754395,Stressed/Cell Death
1.420601487159729,9.369768142700195,Stressed/Cell Death
3.1761364936828613,10.666126251220703,Stressed/Cell Death
3.3689324855804443,9.918988227844238,Stressed/Cell Death
4.100002765655518,8.273192405700684,Stressed/Cell Death
3.291353225708008,10.067500114440918,Stressed/Cell Death
3.356121063232422,10.167757034301758,Stressed/Cell Death
4.104918479919434,9.733325958251953,Stressed/Cell Death
4.354001998901367,10.180688858032227,Stressed/Cell Death
1.9758588075637817,9.234917640686035,Stressed/Cell Death
2.222059726715088,10.583102226257324,Stressed/Cell Death
4.113879680633545,10.208130836486816,Stressed/Cell Death
1.7719746828079224,9.319134712219238,Stressed/Cell Death
2.9577574729919434,10.63904857635498,Stressed/Cell Death
1.4379842281341553,10.208409309387207,Stressed/Cell Death
2.7558376789093018,8.425600051879883,Stressed/Cell Death
2.215252637863159,10.492263793945312,Stressed/Cell Death
1.8871550559997559,10.740026473999023,Stressed/Cell Death
2.192253589630127,10.53436279296875,Stressed/Cell Death
1.9545842409133911,9.171506881713867,Stressed/Cell Death
4.137736797332764,8.668971061706543,Stressed/Cell Death
2.443084239959717,9.846436500549316,Stressed/Cell Death
4.5649895668029785,8.492262840270996,Stressed/Cell Death
4.217527866363525,8.349016189575195,Stressed/Cell Death
1.7736260890960693,9.978712082,Stressed/Cell Death
2.9808568954467773,8.058579444885254,Stressed/Cell Death
5.044806480407715,8.705501556396484,Stressed/Cell Death
3.0556280612945557,10.220630645751953,Stressed/Cell Death
4.1229400634765625,10.083207130432129,Stressed/Cell Death
2.138328790664673,10.35885238647461,Stressed/Cell Death
2.680922746658325,8.754096984863281,Stressed/Cell Death
3.0904858112335205,9.547271728515625,Stressed/Cell Death
3.0914926528930664,10.270964622497559,Stressed/Cell Death
2.714946985244751,10.754647254943848,Stressed/Cell Death
4.031612873077393,10.460115432739258,Stressed/Cell Death
3.089911937713623,10.166830062866211,Stressed/Cell Death
1.9451066255569458,10.009384155273438,Stressed/Cell Death
1.6969784498214722,9.789636611938477,Stressed/Cell Death
3.0831451416015625,10.400064468383789,Stressed/Cell Death
2.2339224815368652,9.860993385314941,Stressed/Cell Death
14.170146942138672,4.026574135,Stressed/Cell Death
2.072030544281006,9.651893615722656,Stressed/Cell Death
3.3774750232696533,10.580440521240234,Stressed/Cell Death
2.9149091243743896,8.364688873291016,Stressed/Cell Death
1.4389678239822388,9.997062683105469,Stressed/Cell Death
2.9464919567108154,8.229629516601562,Stressed/Cell Death
4.538196086883545,9.716354370117188,Stressed/Cell Death
1.9051884412765503,10.090083122253418,Stressed/Cell Death
3.532789945602417,8.663078308105469,Stressed/Cell Death
1.3495919704437256,9.850210189819336,Stressed/Cell Death
4.353487491607666,9.737730026245117,Stressed/Cell Death
