umap1,umap2,cell_type
16.426403045654297,14.626049995422363,Retinal Ganglion Cell
13.93382740020752,11.24758243560791,Retinal Ganglion Cell
17.385866165161133,14.47734546661377,Retinal Ganglion Cell
15.578895568847656,13.531716346740723,Retinal Ganglion Cell
14.823873519897461,11.040060997009277,Retinal Ganglion Cell
14.964716911315918,7.137935161590576,Retinal Ganglion Cell
13.219244003295898,11.365039825439453,Retinal Ganglion Cell
13.015413284301758,9.634548187,Retinal Ganglion Cell
14.705608367919922,11.787942886352539,Retinal Ganglion Cell
13.726058959960938,9.342347145080566,Retinal Ganglion Cell
14.698517799377441,9.630352973937988,Retinal Ganglion Cell
15.453664779663086,14.053779602050781,Retinal Ganglion Cell
17.25037384033203,13.666102409362793,Retinal Ganglion Cell
15.407147407531738,11.701024055480957,Retinal Ganglion Cell
17.184621810913086,11.221898078918457,Retinal Ganglion Cell
17.28686523,15.022480964660645,Retinal Ganglion Cell
16.312847137451172,11.967445373535156,Retinal Ganglion Cell
13.795071601867676,15.736557006835938,Retinal Ganglion Cell
17.707788467407227,15.001607894897461,Retinal Ganglion Cell
15.567082405090332,11.689661979675293,Retinal Ganglion Cell
14.057764053344727,9.712735176086426,Retinal Ganglion Cell
16.092247009277344,11.29008674621582,Retinal Ganglion Cell
15.654336929321289,11.165191650390625,Retinal Ganglion Cell
13.868499755859375,14.495453834533691,Retinal Ganglion Cell
18.03598976135254,12.368542671203613,Retinal Ganglion Cell
17.395225524902344,15.25864315032959,Retinal Ganglion Cell
16.600549697875977,15.231114387512207,Retinal Ganglion Cell
16.984630584716797,14.630234718322754,Retinal Ganglion Cell
12.45949935913086,9.276004791259766,Retinal Ganglion Cell
16.44745445251465,14.130027770996094,Retinal Ganglion Cell
12.139507293701172,9.480016708374023,Retinal Ganglion Cell
14.96966839,10.737217903137207,Retinal Ganglion Cell
18.808856964111328,10.422089576721191,Retinal Ganglion Cell
16.045059204101562,14.456582069396973,Retinal Ganglion Cell
15.286396026611328,13.873583793640137,Retinal Ganglion Cell
16.40261459350586,12.316020011901855,Retinal Ganglion Cell
16.569263458251953,15.158345222473145,Retinal Ganglion Cell
17.938756942749023,14.498383522033691,Retinal Ganglion Cell
12.06352424621582,12.51508617401123,Retinal Ganglion Cell
15.617972373962402,13.083561897277832,Retinal Ganglion Cell
12.565751075744629,9.442752838134766,Retinal Ganglion Cell
11.561601638793945,14.573332786560059,Retinal Ganglion Cell
16.23514175415039,14.676161766052246,Retinal Ganglion Cell
17.08029556274414,11.044256210327148,Retinal Ganglion Cell
16.226654052734375,14.649001121520996,Retinal Ganglion Cell
13.69589614868164,15.831782341003418,Retinal Ganglion Cell
15.223203659057617,13.231968879699707,Retinal Ganglion Cell
14.513837814331055,7.479330062866211,Retinal Ganglion Cell
18.607830047607422,13.14507771,Retinal Ganglion Cell
13.015159606933594,11.895633697509766,Retinal Ganglion Cell
16.808238983154297,14.172961235046387,Retinal Ganglion Cell
15.930619239807129,13.98885440826416,Retinal Ganglion Cell
16.55008316040039,14.639963150024414,Retinal Ganglion Cell
12.517724990844727,12.947772979736328,Retinal Ganglion Cell
15.649476051330566,11.193614959716797,Retinal Ganglion Cell
17.173717498779297,14.312481880187988,Retinal Ganglion Cell
12.63741397857666,12.650745391845703,Retinal Ganglion Cell
13.388474464416504,13.068072319030762,Retinal Ganglion Cell
15.829282760620117,13.042731285095215,Retinal Ganglion Cell
12.410059928894043,10.49760913848877,Retinal Ganglion Cell
14.767840385437012,13.478962898254395,Retinal Ganglion Cell
17.077669143676758,12.892720222473145,Retinal Ganglion Cell
14.727415084838867,13.87992000579834,Retinal Ganglion Cell
15.804276466369629,14.59096908569336,Retinal Ganglion Cell
14.472536087036133,11.487241744995117,Retinal Ganglion Cell
18.014179229736328,13.638723373413086,Retinal Ganglion Cell
15.434235572814941,13.780754089355469,Retinal Ganglion Cell
13.723756790161133,9.592556,Retinal Ganglion Cell
13.069356918334961,13.281760215759277,Retinal Ganglion Cell
16.345212936401367,13.858393669128418,Retinal Ganglion Cell
11.820250511169434,14.610605239868164,Retinal Ganglion Cell
12.087285995483398,13.079448699951172,Retinal Ganglion Cell
18.708099365234375,10.314600944519043,Retinal Ganglion Cell
15.712777137756348,13.816673278808594,Retinal Ganglion Cell
14.774977684020996,7.562854766845703,Retinal Ganglion Cell
17.275985717773438,14.310580253601074,Retinal Ganglion Cell
12.545413970947266,12.622722625732422,Retinal Ganglion Cell
17.595836639404297,12.09429646,Retinal Ganglion Cell
13.825883865356445,16.253602981567383,Retinal Ganglion Cell
16.500539779663086,13.542177200317383,Retinal Ganglion Cell
17.05143928527832,13.733330726623535,Retinal Ganglion Cell
16.565881729125977,10.430376052856445,Retinal Ganglion Cell
14.753884315490723,12.914851188659668,Retinal Ganglion Cell
17.550268173217773,13.129467964172363,Retinal Ganglion Cell
14.35704231262207,12.55652141571045,Retinal Ganglion Cell
19.028217315673828,10.21009349822998,Retinal Ganglion Cell
17.94145965576172,13.156396865844727,Retinal Ganglion Cell
14.06334400177002,9.940103530883789,Retinal Ganglion Cell
16.357851028442383,12.721991539001465,Retinal Ganglion Cell
12.365239143371582,12.755949020385742,Retinal Ganglion Cell
14.80031967163086,12.151712417602539,Retinal Ganglion Cell
12.812370300292969,11.886064529418945,Retinal Ganglion Cell
16.599103927612305,13.37348461151123,Retinal Ganglion Cell
13.546971321105957,10.761515617370605,Retinal Ganglion Cell
16.995410919189453,14.621392250061035,Retinal Ganglion Cell
15.909313201904297,13.561864852905273,Retinal Ganglion Cell
11.883491516113281,11.072101593017578,Retinal Ganglion Cell
17.204055786132812,11.591072082519531,Retinal Ganglion Cell
15.048727989196777,9.674712181091309,Retinal Ganglion Cell
13.908096313476562,9.746638298034668,Retinal Ganglion Cell
16.696561813354492,10.650562286376953,Retinal Ganglion Cell
15.781753540039062,10.156517028808594,Retinal Ganglion Cell
13.61901569366455,12.948237419128418,Retinal Ganglion Cell
17.121784210205078,15.019803047180176,Retinal Ganglion Cell
14.85324764251709,10.469624519348145,Retinal Ganglion Cell
15.091687202453613,11.708075523376465,Retinal Ganglion Cell
15.349392890930176,12.135481834411621,Retinal Ganglion Cell
17.01372718811035,13.927323341369629,Retinal Ganglion Cell
16.46538734436035,11.763625144958496,Retinal Ganglion Cell
16.038442611694336,10.337106704711914,Retinal Ganglion Cell
18.019338607788086,13.646746635437012,Retinal Ganglion Cell
15.677581787109375,14.282533645629883,Retinal Ganglion Cell
16.329811096191406,14.11047363,Retinal Ganglion Cell
12.989544868469238,9.313359260559082,Retinal Ganglion Cell
16.105106353759766,14.228591918945312,Retinal Ganglion Cell
15.03028678894043,12.652406692504883,Retinal Ganglion Cell
18.52294922,13.790565490722656,Retinal Ganglion Cell
17.288227081298828,13.871894836425781,Retinal Ganglion Cell
15.023606300354004,14.354413986206055,Retinal Ganglion Cell
16.47844123840332,14.670646667480469,Retinal Ganglion Cell
14.761723518371582,11.697407722473145,Retinal Ganglion Cell
18.502302169799805,13.21165657043457,Retinal Ganglion Cell
16.43209457397461,10.780671119689941,Retinal Ganglion Cell
16.006927490234375,11.615262031555176,Retinal Ganglion Cell
13.929286003112793,16.412275314331055,Retinal Ganglion Cell
16.89714813232422,15.265584945678711,Retinal Ganglion Cell
12.038808822631836,14.629230499267578,Retinal Ganglion Cell
11.514053344726562,12.214628219604492,Retinal Ganglion Cell
16.32390594482422,10.214376449584961,Retinal Ganglion Cell
15.61063289642334,14.394052505493164,Retinal Ganglion Cell
11.84695816040039,12.952957153320312,Retinal Ganglion Cell
11.842397689819336,11.35372257232666,Retinal Ganglion Cell
17.26095199584961,12.532552719116211,Retinal Ganglion Cell
18.418163299560547,13.538265228271484,Retinal Ganglion Cell
16.424144744873047,9.926150322,Retinal Ganglion Cell
18.08586311340332,13.742596626281738,Retinal Ganglion Cell
14.957083702087402,14.367119789123535,Retinal Ganglion Cell
17.42693519592285,12.799175262451172,Retinal Ganglion Cell
13.193914413452148,9.559542655944824,Retinal Ganglion Cell
13.847366333007812,9.379949569702148,Retinal Ganglion Cell
15.336255073547363,13.219625473022461,Retinal Ganglion Cell
15.31708812713623,10.871849060058594,Retinal Ganglion Cell
14.397756576538086,13.864866256713867,Retinal Ganglion Cell
14.4597168,11.534974098205566,Retinal Ganglion Cell
16.92505455,11.64311408996582,Retinal Ganglion Cell
16.565711975097656,12.470185279846191,Retinal Ganglion Cell
14.458280563354492,10.799863815307617,Retinal Ganglion Cell
15.638179779052734,11.182315826416016,Retinal Ganglion Cell
18.056516647338867,13.250459671020508,Retinal Ganglion Cell
15.758349418640137,11.380461692810059,Retinal Ganglion Cell
13.771401405334473,12.999489784240723,Retinal Ganglion Cell
16.08946990966797,9.350029945373535,Retinal Ganglion Cell
16.599727630615234,14.835761070251465,Retinal Ganglion Cell
15.923946380615234,11.767680168151855,Retinal Ganglion Cell
14.43688965,13.352791786193848,Retinal Ganglion Cell
16.19750404,11.632984161376953,Retinal Ganglion Cell
16.891746520996094,10.875855445861816,Retinal Ganglion Cell
12.676528930664062,13.331215858459473,Retinal Ganglion Cell
15.124716758728027,13.194599151611328,Retinal Ganglion Cell
13.394851684570312,9.249477386,Retinal Ganglion Cell
16.495155334472656,10.006220817565918,Retinal Ganglion Cell
14.776122093200684,11.833016395568848,Retinal Ganglion Cell
17.801836013793945,14.286365509033203,Retinal Ganglion Cell
15.836969375610352,13.390685081481934,Retinal Ganglion Cell
18.04805564880371,13.368340492248535,Retinal Ganglion Cell
15.809571266174316,11.638349533081055,Retinal Ganglion Cell
16.729707717895508,14.257987976074219,Retinal Ganglion Cell
17.662883758544922,11.718584060668945,Retinal Ganglion Cell
17.347549438476562,15.187902450561523,Retinal Ganglion Cell
14.402552604675293,14.06181812286377,Retinal Ganglion Cell
18.310588836669922,12.690755844116211,Retinal Ganglion Cell
11.911419868469238,9.742055892944336,Retinal Ganglion Cell
13.899080276489258,14.582751274108887,Retinal Ganglion Cell
14.43675708770752,12.535134315490723,Retinal Ganglion Cell
16.308691024780273,11.299044609069824,Retinal Ganglion Cell
17.86206817626953,12.19021987915039,Retinal Ganglion Cell
18.598957061767578,13.241241455078125,Retinal Ganglion Cell
16.728836059570312,14.99306869506836,Retinal Ganglion Cell
14.654194831848145,7.462799549102783,Retinal Ganglion Cell
16.58071517944336,14.397738456726074,Retinal Ganglion Cell
17.68299674987793,12.490991592407227,Retinal Ganglion Cell
16.881855010986328,10.635455131530762,Retinal Ganglion Cell
18.244203567504883,13.736957550048828,Retinal Ganglion Cell
17.558378219604492,13.102027893066406,Retinal Ganglion Cell
18.427581787109375,13.776168823242188,Retinal Ganglion Cell
14.052841186523438,14.96498966217041,Retinal Ganglion Cell
17.233190536499023,11.170489311218262,Retinal Ganglion Cell
13.172196388244629,11.793659210205078,Retinal Ganglion Cell
15.424479484558105,11.315135955810547,Retinal Ganglion Cell
14.062906265258789,13.84655762,Retinal Ganglion Cell
12.421921730041504,12.863625526428223,Retinal Ganglion Cell
17.354904174804688,11.942420959472656,Retinal Ganglion Cell
14.648221969604492,7.307774543762207,Retinal Ganglion Cell
15.294096946716309,11.90289593,Retinal Ganglion Cell
16.686019897460938,10.479610443115234,Retinal Ganglion Cell
16.380903244018555,14.291923522949219,Retinal Ganglion Cell
15.508294105529785,11.23132610321045,Retinal Ganglion Cell
11.627660751342773,14.455160140991211,Retinal Ganglion Cell
12.510891914367676,12.837578773498535,Retinal Ganglion Cell
15.313048362731934,10.63626480102539,Retinal Ganglion Cell
14.990747451782227,11.225708961486816,Retinal Ganglion Cell
15.775111198425293,11.696781158447266,Retinal Ganglion Cell
16.89519691467285,11.128988265991211,Retinal Ganglion Cell
17.425739288330078,11.300445556640625,Retinal Ganglion Cell
12.548515319824219,9.218708992004395,Retinal Ganglion Cell
15.218852043151855,11.07044506072998,Retinal Ganglion Cell
15.88714314,11.341118812561035,Retinal Ganglion Cell
16.656898498535156,12.380376815795898,Retinal Ganglion Cell
15.627513885498047,11.449334144592285,Retinal Ganglion Cell
14.999979019165039,11.552962303161621,Retinal Ganglion Cell
13.254481315612793,14.082271575927734,Retinal Ganglion Cell
16.231700897216797,10.543306350708008,Retinal Ganglion Cell
18.013572692871094,14.389986038208008,Retinal Ganglion Cell
15.029312133789062,9.419117928,Retinal Ganglion Cell
19.03067970275879,10.267525672912598,Retinal Ganglion Cell
15.008077621459961,11.586996078491211,Retinal Ganglion Cell
16.523178100585938,10.519331932067871,Retinal Ganglion Cell
15.643478393554688,9.733074188232422,Retinal Ganglion Cell
12.262325286865234,12.988286018371582,Retinal Ganglion Cell
15.586090087890625,11.51268482208252,Retinal Ganglion Cell
14.849559783935547,10.906065940856934,Retinal Ganglion Cell
16.249351501464844,10.174410820007324,Retinal Ganglion Cell
12.656126976013184,11.760634422302246,Retinal Ganglion Cell
15.279030799865723,7.213889122009277,Retinal Ganglion Cell
18.25425148010254,12.51436710357666,Retinal Ganglion Cell
15.975099563598633,11.972343444824219,Retinal Ganglion Cell
15.487226486206055,11.927815437316895,Retinal Ganglion Cell
16.565866470336914,12.075644493103027,Retinal Ganglion Cell
15.055269241333008,11.53055191040039,Retinal Ganglion Cell
17.45083236694336,11.30041790008545,Retinal Ganglion Cell
17.22308921813965,14.524335861206055,Retinal Ganglion Cell
16.15795135498047,10.948254585266113,Retinal Ganglion Cell
15.80513858795166,14.930604934692383,Retinal Ganglion Cell
18.05750846862793,13.411643981933594,Retinal Ganglion Cell
14.262042045593262,9.496718406677246,Retinal Ganglion Cell
12.705498695373535,9.410489082336426,Retinal Ganglion Cell
14.279640197753906,12.394344329833984,Retinal Ganglion Cell
18.08803939819336,13.47791576385498,Retinal Ganglion Cell
16.84044647216797,13.603493690490723,Retinal Ganglion Cell
13.239788055419922,9.337793350219727,Retinal Ganglion Cell
15.895880699157715,14.394965171813965,Retinal Ganglion Cell
14.291154861450195,10.92705249786377,Retinal Ganglion Cell
14.878581047058105,13.775461196899414,Retinal Ganglion Cell
15.880959510803223,13.515783309936523,Retinal Ganglion Cell
15.946417808532715,14.121665000915527,Retinal Ganglion Cell
13.621650695800781,9.756404876708984,Retinal Ganglion Cell
12.52369499206543,14.434677124023438,Retinal Ganglion Cell
14.401379585266113,11.21978759765625,Retinal Ganglion Cell
14.523359298706055,7.425275802612305,Retinal Ganglion Cell
16.35487937927246,9.886484146118164,Retinal Ganglion Cell
15.158832550048828,13.41086196899414,Retinal Ganglion Cell
16.717018127441406,14.855984687805176,Retinal Ganglion Cell
15.237573623657227,11.880457878112793,Retinal Ganglion Cell
14.184574127197266,9.315953254699707,Retinal Ganglion Cell
14.005773544311523,13.795161247253418,Retinal Ganglion Cell
15.34434700012207,13.49531078338623,Retinal Ganglion Cell
14.315632820129395,11.565086364746094,Retinal Ganglion Cell
14.74958610534668,9.551329612731934,Retinal Ganglion Cell
16.045663833618164,14.677789688110352,Retinal Ganglion Cell
-4.180461884,15.563441276550293,Retinal Ganglion Cell
16.50550079345703,15.38908576965332,Retinal Ganglion Cell
15.750389099121094,12.990618705749512,Retinal Ganglion Cell
14.62575912475586,7.186046600341797,Retinal Ganglion Cell
16.186140060424805,14.44446086883545,Retinal Ganglion Cell
14.680978775024414,11.560128211975098,Retinal Ganglion Cell
11.817281723022461,11.068185806274414,Retinal Ganglion Cell
17.94488525390625,12.924914360046387,Retinal Ganglion Cell
12.905692100524902,9.522818565368652,Retinal Ganglion Cell
15.07568073272705,10.985361099243164,Retinal Ganglion Cell
13.045196533203125,13.213440895080566,Retinal Ganglion Cell
13.374320030212402,9.515064239501953,Retinal Ganglion Cell
15.583115577697754,13.907724380493164,Retinal Ganglion Cell
16.390771865844727,10.057563781738281,Retinal Ganglion Cell
12.503402709960938,13.421366691589355,Retinal Ganglion Cell
14.46899414,10.875873565673828,Retinal Ganglion Cell
16.419355392456055,14.128482818603516,Retinal Ganglion Cell
18.08637237548828,12.676370620727539,Retinal Ganglion Cell
13.464069366455078,9.436301231384277,Retinal Ganglion Cell
12.666168212890625,13.049877166748047,Retinal Ganglion Cell
13.83215618133545,12.500879287719727,Retinal Ganglion Cell
13.726628303527832,15.98416805267334,Retinal Ganglion Cell
14.883488655090332,10.972984313964844,Retinal Ganglion Cell
16.128080368041992,14.285835266113281,Retinal Ganglion Cell
11.983856201171875,11.24471378326416,Retinal Ganglion Cell
15.352896690368652,11.881665229797363,Retinal Ganglion Cell
17.81234359741211,13.623315811157227,Retinal Ganglion Cell
12.664803504943848,11.442538261413574,Retinal Ganglion Cell
15.933611869812012,11.995768547058105,Retinal Ganglion Cell
13.966940879821777,11.402290344238281,Retinal Ganglion Cell
14.786450386047363,11.15675163269043,Retinal Ganglion Cell
17.677684783935547,13.875011444091797,Retinal Ganglion Cell
13.138580322265625,9.675273895263672,Retinal Ganglion Cell
13.784403800964355,13.33733081817627,Retinal Ganglion Cell
16.661970138549805,14.328377723693848,Retinal Ganglion Cell
13.954079627990723,13.61712646484375,Retinal Ganglion Cell
12.148797035217285,10.890914916992188,Retinal Ganglion Cell
16.661094665527344,14.774592399597168,Retinal Ganglion Cell
16.548442840576172,14.238517761230469,Retinal Ganglion Cell
13.506989479064941,12.468526840209961,Retinal Ganglion Cell
19.160215377807617,10.197640419006348,Retinal Ganglion Cell
15.760910987854004,10.484769821166992,Retinal Ganglion Cell
15.247645378112793,12.122335433959961,Retinal Ganglion Cell
17.158241271972656,14.835758209228516,Retinal Ganglion Cell
17.378841400146484,13.455702781677246,Retinal Ganglion Cell
17.463476181030273,13.267396926879883,Retinal Ganglion Cell
14.007253646850586,15.726861000061035,Retinal Ganglion Cell
16.098451614379883,14.27961254119873,Retinal Ganglion Cell
16.63601303100586,14.021687507629395,Retinal Ganglion Cell
16.094173431396484,13.602794647216797,Retinal Ganglion Cell
14.487720489501953,11.64047622680664,Retinal Ganglion Cell
14.154189109802246,9.537880897521973,Retinal Ganglion Cell
16.641515731811523,14.789608001708984,Retinal Ganglion Cell
16.164827346801758,14.001291275024414,Retinal Ganglion Cell
14.638388633728027,10.621959686279297,Retinal Ganglion Cell
12.931920051574707,13.038350105285645,Retinal Ganglion Cell
15.594789505004883,12.901555061340332,Retinal Ganglion Cell
12.919367790222168,10.872908592224121,Retinal Ganglion Cell
15.57198715209961,11.77523136138916,Retinal Ganglion Cell
13.310574531555176,9.940357208251953,Retinal Ganglion Cell
17.4962101,14.798844337463379,Retinal Ganglion Cell
16.742948532104492,10.686201095581055,Retinal Ganglion Cell
14.284391403198242,13.99211311340332,Retinal Ganglion Cell
16.159713745117188,14.57641602,Retinal Ganglion Cell
16.3489933,14.55147647857666,Retinal Ganglion Cell
15.17821979522705,9.311362266540527,Retinal Ganglion Cell
15.352123260498047,12.395076751708984,Retinal Ganglion Cell
18.444618225097656,12.98670768737793,Retinal Ganglion Cell
13.675419807434082,13.059834480285645,Retinal Ganglion Cell
13.78534984588623,9.900874137878418,Retinal Ganglion Cell
17.56771469116211,11.502982139587402,Retinal Ganglion Cell
15.589487075805664,11.736300468444824,Retinal Ganglion Cell
15.907238960266113,10.241292953491211,Retinal Ganglion Cell
16.25465965270996,10.321175575256348,Retinal Ganglion Cell
15.840521812438965,13.624002456665039,Retinal Ganglion Cell
15.897558212280273,12.386706352233887,Retinal Ganglion Cell
17.541961669921875,14.834622383117676,Retinal Ganglion Cell
15.673848152160645,13.833250045776367,Retinal Ganglion Cell
15.672636985778809,14.470412254333496,Retinal Ganglion Cell
16.157794952392578,14.259082794189453,Retinal Ganglion Cell
14.630053520202637,11.262068748474121,Retinal Ganglion Cell
16.310009002685547,11.947739601135254,Retinal Ganglion Cell
13.860919952392578,14.59378433227539,Retinal Ganglion Cell
14.818617820739746,13.444366455078125,Retinal Ganglion Cell
17.950326919555664,13.795792579650879,Retinal Ganglion Cell
15.670598983764648,14.091708183288574,Retinal Ganglion Cell
15.866235733032227,11.705641746520996,Retinal Ganglion Cell
13.194756507873535,9.84114933,Retinal Ganglion Cell
17.09833335876465,14.66006088256836,Retinal Ganglion Cell
14.512683868408203,13.472284317016602,Retinal Ganglion Cell
12.095442771911621,11.910115242004395,Retinal Ganglion Cell
16.884191513061523,14.923877716064453,Retinal Ganglion Cell
15.093278884887695,11.09621524810791,Retinal Ganglion Cell
16.581708908081055,14.851288795471191,Retinal Ganglion Cell
15.643187522888184,13.070084571838379,Retinal Ganglion Cell
14.774735450744629,12.091766357421875,Retinal Ganglion Cell
15.576981544494629,14.45425796508789,Retinal Ganglion Cell
14.622150421142578,12.78188419342041,Retinal Ganglion Cell
14.375744819641113,10.934052467346191,Retinal Ganglion Cell
14.263527870178223,14.343232154846191,Retinal Ganglion Cell
13.55842399597168,13.070677757263184,Retinal Ganglion Cell
16.602943420410156,15.254472732543945,Retinal Ganglion Cell
16.657276153564453,14.905404090881348,Retinal Ganglion Cell
15.325385093688965,11.656030654907227,Retinal Ganglion Cell
16.870819091796875,14.669496536254883,Retinal Ganglion Cell
15.006919860839844,10.959136962890625,Retinal Ganglion Cell
15.366747856140137,14.08025074005127,Retinal Ganglion Cell
11.794373512268066,9.906306266784668,Retinal Ganglion Cell
15.759963989257812,9.894119262695312,Retinal Ganglion Cell
14.11468505859375,13.278007507324219,Retinal Ganglion Cell
15.44444465637207,14.26586627960205,Retinal Ganglion Cell
13.162656784057617,9.972223281860352,Retinal Ganglion Cell
15.150798797607422,7.118554115,Retinal Ganglion Cell
15.950448989868164,14.972217559814453,Retinal Ganglion Cell
15.134723663330078,13.925742149353027,Retinal Ganglion Cell
17.11535072,14.992168426513672,Retinal Ganglion Cell
14.389513969421387,11.605902671813965,Retinal Ganglion Cell
16.008010864257812,11.618621826171875,Retinal Ganglion Cell
16.99024200439453,13.652352333068848,Retinal Ganglion Cell
16.17310143,11.587641716003418,Retinal Ganglion Cell
16.732759475708008,14.825695991516113,Retinal Ganglion Cell
16.15933609008789,13.847356796264648,Retinal Ganglion Cell
15.9810791,10.540068626403809,Retinal Ganglion Cell
15.446428298950195,12.665369987487793,Retinal Ganglion Cell
15.832915306091309,12.154010772705078,Retinal Ganglion Cell
16.82038116455078,15.393166542053223,Retinal Ganglion Cell
12.333781242370605,9.545251846313477,Retinal Ganglion Cell
18.711755752563477,13.691510200500488,Retinal Ganglion Cell
16.074554443359375,14.598191261291504,Retinal Ganglion Cell
14.746402740478516,9.592392921447754,Retinal Ganglion Cell
15.423090934753418,13.242155075073242,Retinal Ganglion Cell
15.889322280883789,9.431159973144531,Retinal Ganglion Cell
16.903398513793945,14.81166934967041,Retinal Ganglion Cell
18.532997131347656,12.883009910583496,Retinal Ganglion Cell
15.752850532531738,13.446826934814453,Retinal Ganglion Cell
14.988031387329102,10.694169044494629,Retinal Ganglion Cell
14.711189270019531,7.302440166473389,Retinal Ganglion Cell
13.281407356262207,12.970602989196777,Retinal Ganglion Cell
12.236516952514648,11.996211051940918,Retinal Ganglion Cell
14.717395782470703,11.17724895477295,Retinal Ganglion Cell
13.121543884277344,13.047187805175781,Retinal Ganglion Cell
12.977277755737305,12.008137702941895,Retinal Ganglion Cell
17.562963485717773,13.789478302001953,Retinal Ganglion Cell
14.783991813659668,11.54030704498291,Retinal Ganglion Cell
13.307039260864258,9.310338973999023,Retinal Ganglion Cell
14.679957389831543,7.3827080726623535,Retinal Ganglion Cell
15.985877990722656,14.851417541503906,Retinal Ganglion Cell
13.847551345825195,10.778433799743652,Retinal Ganglion Cell
12.547374725341797,9.496827125549316,Retinal Ganglion Cell
13.664758682250977,15.587041854858398,Retinal Ganglion Cell
16.628028869628906,14.444348335266113,Retinal Ganglion Cell
11.748306274414062,14.715256690979004,Retinal Ganglion Cell
13.89968204498291,14.404862403869629,Retinal Ganglion Cell
13.087486267089844,9.669048309326172,Retinal Ganglion Cell
15.54824161529541,13.830183029174805,Retinal Ganglion Cell
18.327945709228516,13.424232482910156,Retinal Ganglion Cell
11.687257766723633,14.462862014770508,Retinal Ganglion Cell
14.665592193603516,7.326586723327637,Retinal Ganglion Cell
17.505352020263672,14.527327537536621,Retinal Ganglion Cell
15.94505500793457,12.004801750183105,Retinal Ganglion Cell
15.43260669708252,11.716451644897461,Retinal Ganglion Cell
13.406869888305664,11.63947868347168,Retinal Ganglion Cell
15.407027244567871,11.311488151550293,Retinal Ganglion Cell
18.084592819213867,12.150687217712402,Retinal Ganglion Cell
12.475887298583984,9.653133392333984,Retinal Ganglion Cell
15.227123260498047,11.393292427062988,Retinal Ganglion Cell
15.75098991394043,12.133466720581055,Retinal Ganglion Cell
13.54916000366211,13.96535873413086,Retinal Ganglion Cell
15.270618438720703,13.076013565063477,Retinal Ganglion Cell
16.553050994873047,14.625144958496094,Retinal Ganglion Cell
13.68586540222168,15.239188194274902,Retinal Ganglion Cell
16.27534294128418,13.831372261047363,Retinal Ganglion Cell
16.30243492126465,13.785494804382324,Retinal Ganglion Cell
18.011423110961914,14.316811561584473,Retinal Ganglion Cell
12.880228042602539,14.43631649017334,Retinal Ganglion Cell
15.360429763793945,11.22232723236084,Retinal Ganglion Cell
15.514077186584473,13.634001731872559,Retinal Ganglion Cell
12.445942878723145,13.202052116394043,Retinal Ganglion Cell
15.689871788024902,10.965062141418457,Retinal Ganglion Cell
13.216867446899414,9.447821617126465,Retinal Ganglion Cell
15.803060531616211,14.616549491882324,Retinal Ganglion Cell
16.55755615234375,14.61276626586914,Retinal Ganglion Cell
15.749445915222168,14.151959419250488,Retinal Ganglion Cell
15.829537391662598,14.344443321228027,Retinal Ganglion Cell
16.026147842407227,10.181184768676758,Retinal Ganglion Cell
16.10379409790039,14.733952522277832,Retinal Ganglion Cell
13.05145263671875,9.475081443786621,Retinal Ganglion Cell
13.760675430297852,9.275625228881836,Retinal Ganglion Cell
16.130842208862305,14.818009376525879,Retinal Ganglion Cell
14.421595573425293,11.106527328491211,Retinal Ganglion Cell
12.840187072753906,13.281136512756348,Retinal Ganglion Cell
13.335731506347656,9.362318992614746,Retinal Ganglion Cell
19.216352462768555,10.262102127075195,Retinal Ganglion Cell
16.101144790649414,13.630722045898438,Retinal Ganglion Cell
14.350172996520996,14.368830680847168,Retinal Ganglion Cell
18.651365280151367,13.587963104248047,Retinal Ganglion Cell
15.857694625854492,13.529047012329102,Retinal Ganglion Cell
13.271563529968262,11.438257217407227,Retinal Ganglion Cell
18.381135940551758,13.025775909423828,Retinal Ganglion Cell
12.889359474182129,9.534293174743652,Retinal Ganglion Cell
14.630319595336914,10.961386680603027,Retinal Ganglion Cell
15.095163345336914,11.828071594238281,Retinal Ganglion Cell
17.560104370117188,15.27252197265625,Retinal Ganglion Cell
15.687127113342285,14.043596267700195,Retinal Ganglion Cell
13.621655464172363,14.242557525634766,Retinal Ganglion Cell
14.722476959228516,11.075370788574219,Retinal Ganglion Cell
15.280974388122559,13.755900382995605,Retinal Ganglion Cell
14.644625663757324,11.033018112182617,Retinal Ganglion Cell
12.579690933227539,13.299530029296875,Retinal Ganglion Cell
15.323907852172852,11.382485389709473,Retinal Ganglion Cell
12.778646469116211,9.726643562316895,Retinal Ganglion Cell
15.808579444885254,12.015862464904785,Retinal Ganglion Cell
11.868444442749023,9.501339912,Retinal Ganglion Cell
16.39561653137207,10.643952369689941,Retinal Ganglion Cell
13.47641658782959,9.484815598,Retinal Ganglion Cell
18.71923065185547,10.184374809265137,Retinal Ganglion Cell
12.842982292175293,13.169363975524902,Retinal Ganglion Cell
15.652846336364746,11.769256591796875,Retinal Ganglion Cell
12.345881462097168,13.062840461730957,Retinal Ganglion Cell
16.321048736572266,13.764323234558105,Retinal Ganglion Cell
15.622570037841797,14.090560913085938,Retinal Ganglion Cell
13.889241218566895,9.368887901306152,Retinal Ganglion Cell
15.005962371826172,10.929606437683105,Retinal Ganglion Cell
15.360400199890137,13.321215629577637,Retinal Ganglion Cell
16.81692886352539,14.537246704101562,Retinal Ganglion Cell
