serotype,cell_type,3E5,3E6,3E7,3E8,3E9,3E10,3E11
AAV2,Muller Glia,0,0,20.338431500162706,20.338431500162706,223.72274650178977,0,0
AAV2,Amacrine Cell,0,0,0,0,214.59227467811158,0,0
AAV2,Unknown,0,0,0,0,98.93153937475267,0,0
